sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV)
8,13470,LD2,0,750,5.9827669092960285,0.00034177397342581296
8,13472,LD2,0,750,5.98270566966292,0.00031436889642668466
8,13473,LD2,0,750,5.9826533595999996,0.0002438835700171823
8,13474,LD2,0,750,5.982857242355289,0.0004228855940348178
8,13475,LD2,0,750,5.98278411835,0.00037229969144122625
8,13476,LD2,0,750,5.982804293913043,0.0004392199896686682
8,13477,LD2,0,750,5.982772262827442,0.00041908094410646386
8,13478,LD2,0,750,5.982582707112527,0.00030830204312474346
8,13479,LD2,0,750,5.9826773034090905,0.0004909708036814732
8,13491,LD2,1470,750,5.982814512525398,0.0005963742819506581
8,13492,LD2,1470,750,5.982515005860534,0.00035500337573614863
8,13493,LD2,1470,750,5.982503903641703,0.0003978449051158849
8,13494,LD2,1470,750,5.982460089414634,0.0003916587681588202
8,13495,LD2,1470,750,5.982450293803418,0.0003873562614101147
8,13496,LD2,1470,750,5.982541395776397,0.00043854854475244907
8,13497,LD2,1470,750,5.982442544330707,0.00035624791041858575
8,13502,LD2,1470,750,5.982732962207084,0.00037731671756892875
8,13503,LD2,1470,750,5.98267532802985,0.0003732899995822344
8,13504,LD2,1470,750,5.982761044732333,0.00042249451558966085
8,13505,LD2,1470,750,5.982642991174089,0.00034400072030497085
8,13544,LD2,2100,750,5.982373536908212,0.00029419708707390066
8,13545,LD2,2100,750,5.98236286290909,0.0003077736952990742
8,13546,LD2,2100,750,5.982305135699999,0.00023946168012979518
8,13547,LD2,2100,750,5.9824143246188335,0.0004330932818393244
8,13548,LD2,2100,750,5.982358085432098,0.00043514869745646547
8,13549,LD2,2100,750,5.982469507391304,0.0005169198643400321
8,13550,LD2,2100,750,5.982523649760479,0.00048456542860168177
8,13551,LD2,2100,750,5.982948373928571,0.0005365958244775653
8,13552,LD2,2100,750,5.982616552477064,0.00040774939124371457
8,13554,LD2,2100,750,5.983085293582676,0.0005126511732679254
8,13556,LD2,2100,750,5.982425204585366,0.00035812038898979797
8,13557,LD2,2100,750,5.982699785566501,0.0005678775280647744
8,13558,LD2,1470,750,5.982504277434944,0.00047086082694179957
8,13559,LD2,1470,750,5.982416441670378,0.0004231629630879222
8,13560,LD2,1470,750,5.982349900843749,0.000456508970233845
8,13561,LD2,1470,750,5.982383085287672,0.00047588010493900435
8,13562,LD2,1470,750,5.98228494135321,0.0004521492332630044
8,13563,LD2,1470,750,5.982157697305195,0.0003020342529092849
8,13564,LD2,1470,750,5.982053923431733,0.0002646682758202478
8,13565,LD2,1470,750,5.982263209635761,0.00045712299026619063
8,13566,LD2,1470,750,5.982238082089202,0.00042654429938701583
8,13567,LD2,1470,750,5.9822572061269135,0.00031793393761725386
8,13568,LD2,1470,750,5.982340111145833,0.00044613996114162426
8,13569,LD2,1470,750,5.982311601192308,0.00034726817943207756
8,13570,LD2,1470,750,5.982322715594713,0.0002822299943290558
8,13571,LD2,1470,750,5.982309526860987,0.00019468233424392448
8,13581,LD2,1050,750,5.9826391294210515,0.0005049020896317703
8,13582,LD2,1050,750,5.9827721929216855,0.00046890938261859744
8,13583,LD2,1050,750,5.98253963273913,0.00029381032790672037
8,13584,LD2,1050,750,5.982526752969348,0.0002779541191569126
8,13585,LD2,1050,750,5.9826914596091205,0.00033960588796363235
8,13586,LD2,1050,750,5.982716438394496,0.00026799947709292777
8,13587,LD2,1470,750,5.982673751082568,0.00026901015989339077
8,13588,LD2,1470,750,5.98304493410287,0.00036243826678190817
8,13589,LD2,1470,750,5.982918813918128,0.0003348839182245309
8,13590,LD2,1470,750,5.983130124315789,0.0002481833359516387
8,13591,LD2,1470,750,5.982870619899832,0.00019481166378506348
8,13592,LD2,1470,750,5.983418623443858,0.0001236921409629188
8,13593,LD2,1470,750,5.9829610332844565,0.0004425274686933659
8,13596,LD2,1470,750,5.982502058697571,0.0002987054692205636
8,13597,LD2,1470,750,5.982405472225432,0.0002708439297529042
8,13608,LD2,1470,750,5.982531132619589,0.00043126073436860866
8,13609,LD2,1470,750,5.9826022141573025,0.00042658258307846756
8,13610,LD2,1470,750,5.982570976650246,0.00041839044654466885
8,13612,LD2,1470,750,5.982444320321781,0.00023096371512931998
8,13613,LD2,1470,750,5.982540574976302,0.00034509905384184594
8,13614,LD2,1470,750,5.982673965746269,0.0004496960949623104
8,13615,LD2,1470,750,5.982540911138353,0.00036643474026668314
8,13616,LD2,1470,750,5.982529653931947,0.0003111833738135971
8,13617,LD2,1470,750,5.98250471264,0.0002036254448644322
8,13618,LD2,1470,750,5.982571941167001,0.0002061451319571546
8,13619,LD2,1470,750,5.983351628947367,0.00025911796715461877
8,13620,LD2,1470,750,5.982863350124416,0.00039535748799732396
9,13660,LD2,1470,750,4.026795286433333,0.0001332396115533655
9,13661,LD2,1470,750,4.02684096868421,8.886330131651192e-05
9,13662,LD2,1470,750,4.0268069713833325,0.00012432307889144738
9,13664,LD2,1470,750,4.026864864052133,8.360649307004584e-05
9,13665,LD2,1470,750,4.026779732894737,0.00015420427916444318
9,13666,LD2,1470,750,4.0267664139325845,0.0001707533721760299
9,13677,LD2,1470,750,4.02677702911833,8.334276431076794e-05
9,13678,LD2,1470,750,4.026681167581395,0.00011210288261462499
9,13679,LD2,1470,750,4.0267657719642855,7.69328941852886e-05
9,13680,LD2,1470,750,4.026772466467781,6.157871853928155e-05
9,13681,LD2,1470,750,4.026783804679089,5.6197072940720864e-05
9,13682,LD2,1470,750,4.026724875833333,9.525482980984046e-05
9,13684,LD2,1470,750,4.026738838981132,6.061480241878106e-05
9,13685,LD2,1470,750,4.02672267142056,6.73407152760197e-05
9,13686,LD2,1470,750,4.026704107307343,9.601907997293182e-05
9,13687,LD2,1470,750,4.0267588441,7.827191691877474e-05
9,13688,LD2,1470,750,4.026737713080459,5.426711861160223e-05
9,13689,LD2,1470,750,4.026749192153845,3.03564477035796e-05
9,13694,LD2,1470,750,4.026711440330578,6.587715647705255e-05
9,13695,LD2,1470,750,4.0267352401666665,4.703025388749868e-05
9,13698,LD2,1470,750,4.026634478,9.637587458357844e-05
9,13699,LD2,1470,750,4.026634163067568,9.591944280700687e-05
9,13700,LD2,1470,750,4.026611614179104,0.00010812082207335199
9,13710,LD2,1470,750,4.026838165135135,6.29439848072329e-05
9,13711,LD2,1470,750,4.0268545971666665,6.344850417191549e-05
9,13712,LD2,1470,750,4.026855598964029,9.062064174828468e-05
9,13714,LD2,1470,750,4.026908690655738,7.725709898319964e-05
9,13715,LD2,1470,750,4.026943985273159,8.770159485171783e-05
9,13716,LD2,1470,750,4.0269639726621165,0.00012891929040982538
9,13717,LD2,1470,750,4.026966912360515,0.00014956439377504128
9,13721,LD2,1470,750,4.026929478691407,0.00010501181461073918
9,13723,LD2,1470,750,4.0269953564653465,0.0001407357627775678
9,13724,LD2,1470,750,4.027077439885714,0.00020774646141035567
9,13727,LD2,1470,750,4.0270193041980615,0.0001785173531135144
9,13728,LD2,1470,750,4.027010746383721,0.0001194216506743072
9,13729,LD2,1470,750,4.0269777999709575,0.00020136173033012258
9,13731,LD2,1470,750,4.027007567512639,0.00019046150329192547
9,13732,LD2,1470,750,4.026923761001564,0.00022611283638070088
9,13734,LD2,1470,750,4.027004255216907,0.00013166926894806058
9,13736,LD2,1470,750,4.027001589400631,0.00012727959569198497
9,13737,LD2,1470,750,4.026836957449276,0.00036747756167859817
9,13746,LD2,1470,750,4.0264374557494405,0.0007185987537811935
9,13748,LD2,1470,750,4.026703214578791,0.0005688601493222069
9,13749,LD2,1470,750,4.0267453990662645,0.0005046120284139595
9,13753,LD2,1470,750,4.026415874608599,0.0007400320509805848
9,13754,LD2,1470,750,4.025650780346535,0.0005972195820514144
9,13755,LD2,1470,750,4.026708501999999,0.0006253021243648346
9,13756,LD2,1470,750,4.0265116656521736,0.0007064609185090531
9,13757,LD2,1470,750,4.02699108875,4.7875085778161285e-05
9,13758,LD2,1470,750,4.027001536666666,3.446808268211077e-05
9,13760,LD2,1470,750,4.026980808,1.7289545643952743e-05
9,13761,LD2,1470,750,4.027023602666667,2.782351304403691e-05
9,13764,LD2,1470,750,4.026759002874495,0.0005713283894197819
9,13765,LD2,1470,750,4.026865345,0.00044837537540446
9,13766,LD2,1470,750,4.0269439618614715,0.0003064275547091326
9,13767,LD2,1470,750,4.026822217372092,0.0005334058461953515
9,13770,LD2,1470,750,4.026833354566116,0.0004919929073491575
9,13771,LD2,1470,750,4.026965312110092,0.00022567225457997478
9,13773,LD2,1470,750,4.026556613547297,0.0007303663489240405
9,13775,LD2,1470,750,4.026056335682382,0.0008193848737517112
9,13776,LD2,1470,750,4.026897434932936,0.0004665852249361045
9,13777,LD2,1470,750,4.026794435359342,0.0005531932107568156
9,13778,LD2,1470,750,4.026801277066531,0.0005377315461491579
9,13779,LD2,1470,750,4.02679502074795,0.0005345584178218126
9,13793,LD2,1470,750,4.026579532630057,0.0007028761256982561
9,13797,LD2,1470,750,4.026945807965117,0.000260784008781373
9,13798,LD2,1470,750,4.026957582568807,0.000282505384027457
9,13799,LD2,1470,750,4.02662034370297,0.0006770460940745448
