runnum,evnum,HALLA_p
11991,465164,7907.59
11991,477434,7907.54
11991,489714,7907.54
11991,501839,7907.52
11991,513709,7907.52
11991,525813,7907.52
11991,530689,7907.5
11991,530855,7907.5
11991,531395,7906.38
11991,537566,7906.38
11991,548655,7909.05
11991,560316,7909.05
11991,571983,7909.05
11991,583627,7907.11
11991,595518,7907.11
11991,607863,7907.49
11991,619846,7907.49
11991,632076,7907.44
11991,648772,7907.44
11991,660563,7907.44
11991,672304,7907.51
11991,684744,7907.51
11991,709774,7907.18
11991,722876,7907.18
11991,735296,7907.33
11991,752571,7907.33
11991,764745,7907.33
11991,779703,7907.54
11991,792029,7907.54
11991,804401,7907.34
11991,816196,7907.34
11991,829254,7907.63
11991,841390,7907.63
11991,853078,7907.72
11991,864734,7907.72
11991,868258,7907.72
11991,868418,7907.43
11991,870314,7907.43
11991,879704,7906.38
11991,891449,7906.38
11991,891650,7906.39
11991,891650,7906.39
11991,891650,7906.39
11991,891650,7907.64
11991,891650,7907.64
11991,891650,7907.56
11991,891650,7907.56
11991,891650,7907.69
11991,891650,7907.69
11991,891650,7907.63
11992,26273,7907.63
11992,38604,7907.59
11992,50806,7907.59
11992,63316,7907.62
11992,75472,7907.62
11992,87519,7907.72
11992,99406,7907.72
11992,111476,7907.72
11992,124006,7907.57
11992,136696,7907.57
11992,149324,7907.46
11992,161750,7907.46
11992,174062,7907.64
11992,186465,7907.64
11992,198737,7907.57
11992,210930,7907.57
11992,223207,7907.57
11992,235128,7907.47
11992,247152,7907.47
11992,259670,7907.45
11992,272201,7907.45
11992,285021,7907.64
11992,297548,7907.64
11992,309711,7907.64
11992,321648,7907.52
11992,333397,7907.52
11992,345593,7907.47
11992,357615,7907.47
11992,369506,7907.56
11992,381513,7907.56
11992,393920,7907.54
11992,406485,7907.54
11992,418968,7907.54
11992,431232,7907.5
11992,443393,7907.5
11992,455628,7907.4
11992,467669,7907.4
11992,479840,7907.56
11992,492388,7907.56
11992,504783,7907.49
11992,517088,7907.49
11992,529237,7907.49
11992,541696,7907.48
11992,554082,7907.48
11992,566348,7907.46
11992,578670,7907.46
11992,591178,7907.24
11992,603212,7907.24
11992,615520,7907.24
11992,627697,7907.51
11992,632836,7907.51
11992,632836,7907.38
11992,632836,7907.38
11992,632836,7907.38
11992,632836,7907.38
11993,266,7906.28
11993,421,7906.38
11993,626,7906.38
11993,795,7906.38
11993,963,7906.38
11993,3101,7906.38
11993,14651,7906.38
11993,35111,7906.38
11993,35256,7907.34
11993,35409,7907.34
11993,35746,7906.38
11993,40737,7906.38
11993,57193,7906.99
11993,82769,7906.99
11993,109883,7906.93
11993,111208,7906.93
11993,111306,7906.93
11993,115674,7906.38
11993,132457,7906.38
11993,158852,7909.13
11993,186497,7909.13
11993,213606,7907.79
11993,240974,7907.79
11993,268035,7907.79
11993,295428,7907.6
11993,323073,7907.6
11993,350212,7907.42
11993,377953,7907.42
11993,405230,7907.43
11993,432870,7907.43
11993,460518,7907.43
11993,486910,7907.36
11993,486910,7907.36
11993,486910,7907.45
11993,486910,7907.45
11993,486910,7907.38
11993,486910,7907.38
11994,14276,7906.38
11994,39969,7906.38
11994,67647,7906.38
11994,95882,7909.54
11994,123494,7909.54
11994,151235,7909.73
11994,178640,7909.73
11994,206552,7909.05
11994,234424,7909.05
11994,261914,7909.05
11994,289932,7908.03
11994,317767,7908.03
11994,345559,7907.96
11994,373642,7907.96
11994,401373,7907.99
11994,429369,7907.99
11994,457677,7908.17
11994,485581,7908.17
11994,513202,7908.17
11994,540601,7908
11994,568756,7908
11994,596552,7908.13
11994,624462,7908.13
11994,651676,7906.66
11994,678873,7906.66
11994,706601,7906.66
11994,734403,7907.92
11994,762122,7907.92
11994,790185,7907.86
11994,818109,7907.86
11994,846026,7906.99
11994,25405,7906.99
11994,53656,7907.3
11994,81437,7907.3
11994,109708,7907.2
11994,137653,7907.2
11994,165810,7907.2
11994,19788,7907.1
11994,47728,7907.1
11994,75899,7907.32
11994,104022,7907.32
11994,132077,7907.32
11994,160133,7907.02
11994,187892,7907.02
11994,215864,7906.99
11994,243875,7906.99
11994,271769,7907.14
11994,299397,7907.14
11994,327554,7907.14
11994,355832,7907.26
11994,384090,7907.26
11994,411940,7907.32
11994,439538,7907.32
11994,467432,7907.42
11994,495677,7907.42
11994,523224,7907.42
11994,551427,7907.53
11994,580088,7907.53
11994,608003,7907.06
11994,635778,7907.06
11994,663813,7907.31
11994,692205,7907.31
11994,720138,7907.31
11994,748351,7907.4
11994,776302,7907.4
11994,804606,7907.09
11994,832611,7907.09
11994,15839,7907.29
11994,44236,7907.29
11994,72337,7907.16
11994,100446,7907.16
11994,128581,7907.16
11994,156750,7907.49
11994,185273,7907.49
11994,213340,7907.36
11994,241499,7907.36
11994,269255,7907.15
11994,297391,7907.15
11994,325494,7907.31
11994,353506,7907.31
11994,381827,7907.31
11994,410314,7907.38
11994,439115,7907.38
11994,467506,7907.38
11994,495375,7907.38
11994,523742,7907.23
11994,552393,7907.23
11994,580432,7907.3
11994,608834,7907.3
11994,636883,7907.3
11994,665113,7907.31
11994,693185,7907.31
11994,721341,7907.35
11994,749023,7907.35
11994,777389,7907.21
11994,805345,7907.21
11994,833425,7907.53
11994,18072,7907.53
11994,46366,7907.53
11994,74758,7907.02
11994,103081,7907.02
11994,131241,7907.36
11994,159390,7907.36
11994,187543,7907.26
11994,215703,7907.26
11994,244106,7907.31
11994,272594,7907.31
11994,300808,7907.31
11994,329145,7907.13
11994,357002,7907.13
11994,385161,7907.2
11994,413218,7907.2
11994,441257,7907.29
11994,469531,7907.29
11994,497581,7907.29
11994,525228,7907.13
11994,552859,7907.13
11994,580648,7907.22
11994,608901,7907.22
11994,637731,7907.28
11994,666299,7907.28
11994,694331,7907.48
11994,721861,7907.48
11994,749707,7907.48
11994,777964,7907.37
11994,805912,7907.37
11994,833815,7907.29
11994,17022,7907.29
11994,45409,7907.33
11994,73600,7907.33
11994,101655,7907.35
11994,130158,7907.35
11994,158304,7907.35
11994,185813,7907.37
11994,213997,7907.37
11994,242660,7907.38
11994,270930,7907.38
11994,299113,7907.33
11994,327172,7907.33
11994,355422,7907.19
11994,383594,7907.19
11994,411998,7907.19
11994,440316,7907.46
11994,468611,7907.46
11994,496999,7907.14
11994,525474,7907.14
11994,553691,7907.36
11994,581593,7907.36
11994,609880,7907.19
11994,637919,7907.19
11994,665966,7907.24
11994,694233,7907.24
11994,722601,7907.24
11994,750814,7907.4
11994,778966,7907.4
11994,806901,7907.46
11994,835314,7907.46
11994,19477,7907.24
11994,47679,7907.24
11994,75327,7907.46
11994,103088,7907.46
11994,131565,7907.46
11994,150321,7907.38
11994,150447,7907.38
11994,150618,7906.38
11994,150781,7906.38
11994,150941,7906.38
11994,151094,7906.38
11994,151253,7906.38
11994,156449,7906.38
11994,173840,7906.38
11994,200096,7909.34
11994,227110,7909.34
11994,254880,7907.11
11994,282927,7907.11
12000,317,7906.38
12000,494,7906.38
12000,660,7906.38
12000,827,7906.38
12000,1020,7906.38
12000,1155,7906.38
12000,1321,7906.38
12000,1489,7906.38
12000,1647,7906.38
12000,1819,7906.38
12000,1994,7906.38
12000,2155,7906.38
12000,2337,7906.38
12000,3651,7906.38
12000,11925,7906.38
12000,33003,7907.17
12000,57327,7907.17
12000,82916,7907.75
12000,109165,7907.75
12000,135904,7907.75
12000,154085,7907.24
12000,154235,7907.24
12000,154400,7906.38
12000,159313,7906.38
12000,175834,7906.38
12000,177475,7906.38
12000,177619,7906.38
12000,177795,7906.38
12000,180393,7906.38
12000,195058,7906.38
12000,202870,7906.38
12000,203047,7905.62
12000,203211,7905.62
12000,207228,7906.38
12000,222734,7906.38
12000,225550,7907.12
12000,225691,7907.12
12000,225843,7907.12
12000,225941,7906.38
12000,229154,7906.38
12000,241440,7906.38
12000,256418,7906.38
12000,271279,7907.1
12000,286640,7907.1
12000,302099,7907.36
12000,317840,7907.36
12000,333449,7907.36
12000,349080,7907.12
12000,365093,7907.12
12000,384560,7907.19
12000,411688,7907.19
12000,439134,7907.26
12000,466100,7907.26
12000,493101,7907.39
12000,519855,7907.39
12000,547112,7907.62
12000,574506,7907.62
12000,602165,7907.62
12000,629936,7907.79
12000,657425,7907.79
12000,685094,7907.44
12000,692255,7907.44
12000,692403,7907.42
12000,692505,7907.42
12000,695603,7907.42
12000,709842,7906.38
12000,713056,7906.38
12000,713213,7904.61
12000,713367,7904.61
12000,713529,7906.38
12000,713741,7906.38
12000,713875,7906.38
12000,714220,7906.38
12000,719611,7906.38
12000,736756,7906.38
12000,762342,7906.38
12000,788740,7906.36
12000,816257,7906.36
12000,843644,7907.19
12000,870891,7907.19
12000,14656,7907.58
12000,37061,7907.58
12000,37291,7907.58
12000,37419,7907.35
12000,37609,7907.35
12000,42959,7906.38
12000,60573,7906.38
12000,86499,7910.62
12000,113372,7910.62
12000,140611,7906.94
12000,167942,7906.94
12000,195173,7906.94
12000,221886,7907.32
12000,249334,7907.32
12000,276964,7907.12
12000,304486,7907.12
12000,331777,7907.76
12000,339330,7907.76
12000,339482,7907.35
12000,339665,7907.35
12000,339810,7907.35
12000,339985,7906.38
12000,340148,7906.38
12000,340308,7906.38
12000,340471,7906.38
12000,340639,7906.38
12000,340782,7906.38
12000,340959,7906.38
12000,341131,7906.38
12000,341289,7906.38
12000,341456,7906.38
12000,341619,7906.38
12000,341761,7906.38
12000,341945,7906.38
12000,342086,7906.38
12000,342273,7906.38
12000,342429,7906.38
12000,342602,7906.38
12000,342766,7906.38
12000,342953,7906.38
12000,343083,7906.38
12000,343236,7906.38
12000,343412,7906.38
12000,343587,7906.38
12000,343761,7906.38
12000,343917,7906.38
12000,344080,7906.38
12000,344235,7906.38
12000,344350,7906.38
12000,344529,7906.38
12000,344679,7906.38
12000,345114,7906.38
12000,21018,7907.36
12000,48635,7907.52
12000,76232,7907.52
12000,104019,7907.43
12000,131591,7907.43
12000,159102,7907.49
12000,186595,7907.49
12000,214610,7907.49
12000,242439,7907.42
12000,269840,7907.42
12000,297130,7907.67
12000,324620,7907.67
12000,352202,7907.19
12000,379923,7907.19
12000,407974,7907.4
12000,435715,7907.4
12000,463106,7907.59
12000,490493,7907.59
12000,518026,7907.59
12000,545532,7907.21
12000,573282,7907.21
12000,590794,7907.37
12000,590925,7907.37
12000,591137,7906.38
12000,591266,7906.38
12000,592535,7906.38
12000,602610,7906.38
12000,625314,7906.38
12000,652868,7911.99
12000,680682,7911.99
12000,708009,7907.02
12000,735178,7907.02
12000,762583,7907.13
12000,789541,7907.13
12000,817006,7907.38
12000,845000,7907.38
12000,22919,7907.38
12000,50365,7907.49
12000,78121,7907.49
12000,105719,7907.34
12000,133193,7907.34
12000,160811,7907.18
12008,275,7906.38
12008,426,7906.38
12008,598,7906.38
12008,749,7906.38
12008,909,7906.38
12008,1082,7906.38
12008,1231,7906.38
12008,1422,7906.38
12008,1615,7906.38
12008,1727,7906.38
12008,1916,7906.38
12008,2075,7906.38
12008,2241,7906.38
12008,2406,7906.38
12008,2571,7906.38
12008,2734,7906.38
12008,2895,7906.38
12008,3050,7906.38
12008,3239,7906.38
12008,3378,7906.38
12008,3543,7906.38
12008,3727,7906.38
12008,5734,7906.38
12008,10144,7906.38
12008,22240,7907.46
12008,39972,7907.46
12008,63240,7907.15
12008,67484,7907.15
12008,67651,7906.38
12008,67808,7906.38
12008,67983,7906.38
12008,69518,7906.38
12008,71413,7906.38
12008,71576,7911.77
12008,71739,7911.77
12008,71914,7906.38
12008,72067,7906.38
12008,72231,7906.38
12008,72402,7906.38
12008,72567,7906.38
12008,72748,7906.38
12008,72875,7906.38
12008,73051,7906.38
12008,73383,7906.38
12008,78241,7906.38
12008,84577,7906.38
12008,84747,7906.38
12008,86871,7906.38
12008,91754,7906.38
12008,91887,7906.38
12008,93732,7905.3
12008,96335,7905.3
12008,99029,7906.39
12008,101418,7906.39
12008,104037,7907.41
12008,106950,7907.41
12008,111323,7907.41
12008,116957,7908.03
12008,124339,7908.03
12008,132547,7907.44
12008,140862,7907.44
12008,151249,7907.44
12008,163260,7907.64
12008,176854,7907.64
12008,192097,7907.78
12008,208338,7907.78
12008,224593,7907.73
12008,243901,7907.73
12008,265823,7907.73
12008,288604,7907.62
12008,312909,7907.62
12008,338764,7907.41
12008,365321,7907.41
12008,392659,7907.35
12008,419264,7907.35
12008,446415,7907.41
12008,473320,7907.41
12008,499907,7907.41
12008,526411,7907.41
12008,553467,7907.41
12008,580187,7907.33
12008,607175,7907.33
12008,634184,7907.38
12008,661455,7907.38
12008,689343,7907.38
12008,716843,7907.36
12008,744002,7907.36
12008,771171,7907.66
12008,798603,7907.66
12008,825570,7907.31
12008,852956,7907.31
12008,879954,7907.31
12008,26223,7907.46
12008,52849,7907.46
12008,80197,7907.42
12008,107642,7907.42
12008,134473,7907.25
12008,161498,7907.25
12008,188840,7907.25
12008,215769,7907.47
12008,243150,7907.47
12008,270063,7907.18
12008,297057,7907.18
12008,324684,7907.16
12008,352416,7907.16
12008,380115,7907.16
12008,407834,7907.66
12008,435291,7907.66
12008,462144,7907.29
12008,489255,7907.29
12008,516450,7907.44
12008,543678,7907.44
12008,570553,7907.44
12008,597345,7907.63
12008,624371,7907.63
12008,651481,7907.33
12008,679112,7907.33
12008,706284,7907.46
12008,733375,7907.46
12008,760344,7907.46
12008,787173,7907.29
12008,814361,7907.29
12008,4822,7907.63
12008,32187,7907.63
12008,59059,7907.4
12008,86343,7907.4
12008,89112,7907.4
12008,89280,7907.63
12008,89447,7907.63
12008,89590,7906.38
12008,89772,7906.38
12008,90124,7906.38
12008,96187,7906.38
12008,108120,7906.38
12008,108243,7909.92
12008,108396,7909.92
12008,108571,7906.38
12008,108727,7906.38
12008,111133,7906.38
12008,125170,7906.38
12008,137740,7906.38
12008,137878,7906.63
12008,138047,7906.63
12008,138233,7906.38
12008,138411,7906.38
12008,138591,7906.38
12008,138774,7906.38
12008,139163,7906.38
12008,144033,7906.38
12008,159888,7906.38
12008,185011,7907.34
12008,211158,7907.34
12008,237861,7907.34
12008,264985,7907.56
12008,291867,7907.56
12008,318501,7907.56
12008,345128,7907.56
12008,372256,7907.32
12008,399690,7907.32
12008,427177,7907.32
12008,432276,7907.53
12008,432440,7907.53
12008,438381,7906.38
12008,456816,7906.38
12008,456986,7907.4
12008,457106,7907.4
12008,457262,7907.4
12008,459159,7906.38
12008,469739,7906.38
12008,482004,7907.59
12008,482167,7907.59
12008,482338,7906.38
12008,482538,7906.38
12008,482674,7906.38
12008,482850,7906.38
12008,483001,7906.38
12008,483153,7906.38
12008,483312,7906.38
12008,483685,7906.38
12008,488668,7906.38
12008,505929,7906.38
12008,530540,7907.7
12008,556123,7907.7
12008,582706,7907.69
12008,609247,7907.69
12008,636639,7907.59
12008,663709,7907.59
12008,690940,7907.59
12008,717784,7907.48
12008,744400,7907.48
12008,771228,7907.74
12008,798180,7907.74
12008,825340,7907.59
12008,852350,7907.59
12008,24487,7907.59
12008,51523,7907.21
12008,78901,7907.21
12008,105942,7907.54
12008,132906,7907.54
12008,159736,7907.36
12008,186924,7907.36
12008,214845,7907.19
12008,242629,7907.19
12022,464,7906.38
12022,707,7906.38
12022,1905,7906.38
12022,5498,7906.38
12022,12919,7906.38
12022,21904,7907.35
12022,30822,7907.35
12022,40038,7907.54
12022,49277,7907.54
12022,58722,7907.77
12022,68333,7907.77
12022,77712,7907.77
12022,86625,7907.8
12022,86881,7907.8
12022,87123,7907.45
12022,87365,7907.45
12022,87603,7906.38
12022,87863,7906.38
12022,88229,7906.38
12022,88413,7906.38
12022,89017,7906.38
12022,89517,7906.38
12022,89759,7906.38
12022,90396,7906.38
12022,91063,7906.38
12022,91255,7908.73
12022,91574,7908.73
12022,94251,7906.38
12022,96759,7906.38
12022,96968,7906.38
12022,97209,7906.38
12022,98178,7906.38
12022,103744,7906.38
12022,112680,7906.38
12022,122139,7906.55
12022,131691,7906.55
12022,141463,7907.46
12022,151605,7907.46
12022,161694,7907.46
12022,171872,7907.61
12022,181656,7907.61
12022,191513,7907.31
12022,201247,7907.31
12022,211339,7907.5
12022,215758,7907.5
12022,215959,7907.42
12022,216190,7907.42
12022,216444,7907.42
12022,218202,7906.38
12022,223920,7906.38
12022,224103,7908.96
12022,224328,7908.96
12022,224584,7906.38
12022,224826,7906.38
12022,225063,7906.38
12022,225317,7906.38
12022,226402,7906.38
12022,232776,7906.38
12022,241876,7906.38
12022,251464,7905.35
12022,261210,7905.35
12022,270822,7907.85
12022,280420,7907.85
12022,290268,7907.57
12022,300000,7907.57
12022,309713,7907.31
12022,319462,7907.31
12022,274,7907.4
12022,10100,7907.28
12022,19965,7907.28
12022,29943,7907.28
12022,39922,7907.33
12022,50038,7907.33
12022,60014,7907.5
12022,69919,7907.5
12022,79725,7907.3
12022,89573,7907.3
12022,99448,7907.65
12022,109282,7907.65
12022,119291,7907.65
12022,129387,7907.49
12022,139608,7907.49
12022,149890,7907.31
12022,159732,7907.31
12022,169622,7907.58
12022,179664,7907.58
12022,188773,7907.35
12022,189040,7907.35
12022,189288,7907.35
12022,189525,7906.38
12022,189767,7906.38
12022,194591,7906.38
12022,203541,7906.38
12022,213024,7906.85
12022,222659,7906.85
12022,232467,7907.82
12022,242436,7907.82
12022,252322,7907.82
12022,262398,7907.17
12022,272531,7907.17
12022,282896,7907.35
12022,293663,7907.35
12022,303495,7907.4
12022,313352,7907.4
12022,323488,7907.37
12022,333303,7907.37
12022,343324,7907.28
12022,353306,7907.28
12022,363663,7907.28
12022,373562,7907.33
12022,383506,7907.33
12022,393619,7907.48
12022,403588,7907.48
12022,413825,7907.29
12022,423682,7907.29
12022,433405,7907.51
12022,443549,7907.51
12022,453260,7907.51
12022,462977,7907.59
12022,472727,7907.59
12022,482711,7907.51
12022,493058,7907.51
12022,503304,7907.6
12022,513808,7907.6
12022,523866,7907.65
12022,533634,7907.65
12022,543513,7907.65
12022,553605,7907.33
12022,563581,7907.33
12022,573582,7907.51
12022,583711,7907.51
12022,593660,7907.23
12022,603679,7907.23
12022,613789,7907.34
12022,623646,7907.34
12022,633554,7907.34
12022,643281,7907.15
12022,652687,7907.15
12022,660777,7907.58
12022,660999,7907.58
12022,661235,7906.38
12022,661421,7906.38
12022,665331,7906.38
12022,674326,7906.38
12022,677067,7906.38
12035,392,7906.38
12035,626,7906.38
12035,878,7906.38
12035,1114,7906.38
12035,1419,7906.38
12035,1665,7906.38
12035,1920,7906.38
12035,2097,7906.38
12035,2405,7906.38
12035,2589,7906.38
12035,3186,7906.38
12035,3382,7906.38
12035,3738,7906.38
12035,5584,7906.38
12035,11082,7906.38
12035,11259,7905.8
12035,11563,7905.8
12035,11807,7906.38
12035,11992,7906.38
12035,12227,7906.38
12035,12542,7906.38
12035,12876,7906.38
12035,17608,7906.38
12035,25972,7906.38
12035,34886,7905.85
12035,44258,7905.85
12035,54253,7907.14
12035,63941,7907.14
12035,74058,7907.4
12035,83688,7907.4
12035,93274,7907.15
12035,95714,7907.15
12035,95941,7907.15
12035,96201,7906.38
12035,96440,7906.38
12035,96678,7906.38
12035,96929,7906.38
12035,97169,7906.38
12035,97839,7906.38
12035,104262,7906.38
12035,108636,7906.38
12035,108779,7906.38
12035,109027,7906.38
12035,109275,7906.38
12035,109517,7906.38
12035,109822,7906.38
12035,110717,7906.38
12035,118270,7906.38
12035,127200,7906.27
12035,136323,7906.27
12035,145637,7906.27
12035,155260,7907.28
12035,165123,7907.28
12035,174697,7907.38
12035,184702,7907.38
12035,194422,7907.11
12035,204289,7907.11
12035,214000,7907.28
12035,223975,7907.28
12035,233832,7907.28
12035,243690,7907.4
12035,253561,7907.4
12035,263532,7907.31
12035,273273,7907.31
12035,283147,7907.16
12035,292736,7907.16
12035,302306,7907.29
12035,311937,7907.29
12035,321868,7907.29
12035,332037,7907.37
12035,342112,7907.37
12035,352329,7907.21
12035,362227,7907.21
12035,372593,7907.35
12035,382558,7907.35
12035,392577,7907.32
12035,402293,7907.32
12035,412263,7907.19
12035,422387,7907.19
12035,432506,7907.19
12035,442470,7907.31
12035,452477,7907.31
12035,462590,7907.27
12035,472418,7907.27
12035,482317,7907.23
12035,492162,7907.23
12035,501986,7907.32
12035,505391,7907.32
12035,505568,7907.32
12035,505815,7906.38
12035,506058,7906.38
