runnum,evnum,HALLA_p
13657,3333409,4014.87
13657,3354385,4014.87
13657,3375238,4014.92
13657,3396371,4014.92
13657,3417356,4014.79
13657,3437610,4014.79
13657,3437876,4014.84
13657,3438124,4014.84
13657,3438409,4014.53
13657,3438776,4014.53
13657,3438995,4014.53
13657,3439280,4014.53
13657,3439661,4014.53
13657,3439890,4014.53
13657,3440257,4014.53
13657,3440490,4014.53
13657,3440768,4014.53
13657,3441086,4014.53
13657,3441372,4014.53
13657,3441721,4014.53
13657,3441969,4014.53
13657,3442187,4014.53
13657,3442615,4014.53
13657,3442849,4014.53
13657,3443208,4014.53
13657,3443435,4014.53
13657,3443792,4014.53
13657,3444023,4014.53
13657,3444377,4014.53
13657,3444605,4014.53
13657,3444836,4014.53
13657,3445130,4014.53
13657,3445494,4014.53
13657,3445783,4014.53
13657,3446022,4014.53
13657,3446293,4014.53
13657,3446676,4014.53
13657,3446957,4014.53
13657,3447207,4014.53
13657,3447493,4014.53
13657,3447851,4014.53
13657,3448141,4014.53
13657,3448427,4014.53
13657,3448664,4014.53
13657,3448967,4014.53
13657,3449257,4014.53
13657,3449538,4014.53
13657,3449909,4014.53
13657,3450143,4014.53
13657,3450433,4014.53
13657,3450715,4014.53
13657,3451048,4014.53
13657,3451284,4014.53
13657,3451590,4014.53
13657,3451971,4014.53
13657,3452237,4014.53
13657,3452480,4014.53
13657,3452779,4014.53
13657,3453071,4014.53
13657,3453438,4014.53
13657,3453734,4014.53
13657,3454011,4014.53
13657,3454300,4014.53
13657,3454585,4014.53
13657,3454906,4014.53
13657,3455142,4014.53
13657,3455427,4014.53
13657,3455713,4014.53
13657,3456014,4014.53
13657,3456392,4014.53
13657,3456618,4014.53
13657,3456894,4014.53
13657,3457255,4014.53
13657,3457489,4014.53
13657,3457787,4014.53
13657,3458062,4014.53
13657,3458438,4014.53
13657,3458729,4014.53
13657,3459002,4014.53
13657,3459244,4014.53
13657,3459520,4014.53
13657,3459896,4014.53
13657,3460189,4014.53
13657,3460429,4014.53
13657,3460780,4014.53
13657,3468354,4014.53
13657,3485237,4014.53
13657,3502922,4014.53
13657,3521330,4014.84
13657,3540293,4014.84
13657,3559464,4014.85
13657,3579211,4014.85
13657,3598772,4014.85
13657,3618602,4014.83
13657,3638455,4014.83
13657,3650768,4014.83
13657,3651107,4014.83
13657,3651358,4014.53
13657,3655966,4014.53
13657,3674935,4014.53
13657,3694394,4014.53
13657,3713762,4014.53
13657,3733658,4014.8
13657,3753749,4014.8
13657,3773985,4014.81
13657,3794087,4014.81
13657,3814555,4014.86
13657,3835045,4014.86
13657,3855495,4014.83
13657,3875903,4014.83
13657,3896122,4014.83
13657,3916828,4014.87
13657,3937418,4014.87
13657,3958186,4014.86
13657,3978914,4014.86
13657,3999370,4014.71
13657,4019855,4014.71
13657,4040730,4014.71
13657,4061596,4014.82
13657,4082066,4014.82
13657,4102945,4014.8
13657,4123569,4014.8
13657,4144307,4014.79
13657,4164633,4014.79
13657,4185178,4014.78
13657,4205414,4014.78
13657,4225703,4014.78
13657,4246062,4014.81
13657,4266831,4014.81
13657,4287021,4014.85
13657,4307342,4014.85
13657,4328228,4014.84
13657,4345020,4014.84
13657,4345101,4014.84
13663,18628,4014.78
13663,24287,4014.78
13663,48915,4014.53
13663,74527,4014.53
13663,100590,4014.53
13663,126047,4014.78
13663,152138,4014.78
13663,178021,4014.82
13663,204160,4014.82
13663,230457,4014.96
13663,256864,4014.96
13663,282812,4014.79
13663,308571,4014.79
13663,334317,4014.79
13663,360427,4014.81
13663,386515,4014.81
13663,412534,4014.85
13663,438760,4014.85
13663,464878,4014.88
13663,491130,4014.88
13663,516909,4014.88
13663,542531,4014.75
13663,567535,4014.75
13663,592454,4014.79
13663,617846,4014.79
13663,643212,4014.83
13663,668536,4014.83
13663,693995,4014.83
13663,7138006,4014.86
13663,7164123,4014.88
13663,7190236,4014.88
13663,7216437,4014.9
13663,7242338,4014.9
13663,7268422,4014.85
13663,7294374,4014.85
13663,7320156,4014.87
13663,7346067,4014.87
13663,7371244,4014.87
13663,7397073,4014.84
13663,7422667,4014.84
13663,7448365,4014.83
13663,7474376,4014.83
13663,7500310,4014.85
13663,7526170,4014.85
13663,7552081,4014.85
13663,7578083,4014.81
13663,7592741,4014.81
13663,7593018,4014.83
13663,7593311,4014.83
13663,7593607,4014.53
13663,7593902,4014.53
13663,7594195,4014.53
13663,7594499,4014.53
13663,7594796,4014.53
13663,7595088,4014.53
13663,7595418,4014.53
13663,7595736,4014.53
13663,7596034,4014.53
13663,7596306,4014.53
13663,7603377,4014.53
13663,7626094,4014.53
13663,7650476,4014.53
13663,7675455,4014.53
13663,7700658,4014.8
13663,7725205,4014.8
13663,7750188,4014.8
13663,7775556,4014.8
13663,7800545,4014.85
13663,7825517,4014.85
13663,719330,4014.83
13663,744557,4014.83
13663,769894,4014.87
13663,795356,4014.87
13663,820965,4014.84
13663,846822,4014.84
13663,872698,4014.83
13663,898160,4014.83
13663,923231,4014.83
13663,948582,4014.85
13663,974567,4014.85
13663,1000323,4014.86
13663,1026603,4014.86
13663,1052659,4014.81
13663,1078834,4014.81
13663,1104960,4014.84
13663,1130977,4014.84
13663,1156550,4014.84
13663,1182171,4014.78
13663,1207621,4014.78
13663,1233371,4014.89
13663,1258616,4014.89
13663,1284315,4014.84
13663,1309947,4014.84
13663,1335474,4014.84
13663,1361133,4014.87
13663,1386858,4014.87
13663,1412711,4014.8
13663,7850579,4014.85
13663,7875777,4014.83
13663,7901496,4014.83
13663,7927313,4014.87
13663,7953065,4014.87
13663,7979516,4014.84
13663,8005699,4014.84
13663,8031422,4014.87
13663,8057412,4014.87
13663,8082875,4014.87
13663,8108198,4014.88
13663,8133180,4014.88
13663,8158264,4014.84
13663,8183232,4014.84
13663,8207919,4014.91
13663,8233315,4014.91
13663,8258981,4014.91
13663,8284136,4014.89
13663,8309176,4014.89
13663,8334507,4014.84
13663,8360254,4014.84
13663,8385638,4014.88
13663,8411331,4014.88
13663,8437178,4014.85
13663,8463191,4014.85
13663,8489090,4014.85
13663,8515136,4014.87
13663,8540841,4014.87
13663,8566464,4014.92
13663,8592036,4014.92
13663,8617652,4014.9
13663,8643255,4014.9
13663,8669110,4014.83
13663,8694752,4014.83
13663,8720323,4014.83
13663,8745768,4014.8
13663,8771350,4014.8
13663,8797347,4014.85
13663,8823111,4014.85
13663,8848485,4014.85
13663,8874176,4014.85
13663,8899682,4014.85
13663,8925626,4014.88
13663,8951400,4014.88
13663,8977069,4014.9
13663,9002564,4014.9
13663,9028407,4014.87
13663,9054460,4014.87
13663,9079990,4014.91
13663,9105837,4014.91
13663,9131704,4014.91
13663,9157187,4014.84
13663,9182646,4014.84
13663,9207865,4014.87
13663,9233340,4014.87
13663,9258719,4014.84
13663,9284008,4014.84
13663,9309737,4014.84
13663,9335333,4014.86
13663,9361316,4014.86
13663,9387326,4014.84
13663,9413041,4014.84
13663,9438728,4014.87
13663,9464676,4014.87
13663,9490364,4014.83
13663,9516461,4014.83
13663,9542203,4014.83
13663,9568000,4014.84
13663,9593538,4014.84
13663,9619011,4014.9
13663,9644973,4014.9
13663,9670596,4014.86
13663,9696228,4014.86
13663,9721540,4014.86
13663,9746856,4014.84
13663,9772605,4014.84
13663,9798454,4014.87
13663,9824143,4014.87
13663,9849787,4014.85
13663,9875391,4014.85
13663,9901230,4014.85
13663,9926897,4014.85
13663,9952572,4014.85
13663,9978041,4014.84
13663,10003618,4014.84
13663,10029513,4014.83
13663,10044367,4014.83
13663,1438460,4014.8
13663,1459116,4014.85
13663,1459429,4014.85
13663,1459723,4014.53
13663,1459937,4014.53
13663,1460226,4014.53
13663,1473710,4014.53
13663,1498015,4014.53
13663,1524112,4014.78
13663,1550229,4014.78
13663,1576604,4014.83
13663,1602958,4014.83
13663,1629261,4014.83
13663,1655745,4014.81
13663,1682258,4014.81
13663,1708834,4014.86
13663,1735400,4014.86
13663,1762313,4014.8
13663,1789015,4014.8
13663,1814975,4014.84
13663,1841102,4014.84
13663,1867664,4014.84
13663,1893788,4014.9
13663,1919924,4014.9
13663,1946400,4014.85
13663,1972764,4014.85
13663,1998993,4014.84
13663,2025352,4014.84
13663,2051481,4014.91
13663,2077466,4014.91
13663,2103813,4014.91
13663,2129960,4014.81
13663,2156183,4014.81
13663,2183013,4014.84
13663,2209951,4014.84
13663,2236450,4014.86
13663,2262309,4014.86
13663,2287896,4014.86
13663,2313873,4014.86
13663,2339490,4014.86
13663,2364707,4014.83
13663,2390046,4014.83
13663,2415745,4014.81
13663,2440739,4014.81
13663,2465812,4014.76
13663,2490879,4014.76
13663,2516231,4014.76
13663,2542325,4014.84
13663,2568480,4014.84
13663,2594705,4014.89
13663,2621028,4014.89
13663,2646925,4014.96
13663,2672655,4014.96
13663,2698002,4014.96
13663,2723730,4014.84
13663,2749831,4014.84
13663,2775247,4014.85
13663,2800420,4014.85
13663,2825868,4014.79
13663,2851180,4014.79
13663,2876372,4014.84
13663,2901595,4014.84
13663,2927371,4014.84
13663,2953224,4014.83
13663,2978815,4014.83
13663,3004062,4014.84
13663,3029620,4014.84
13663,3055127,4014.79
13663,3080506,4014.79
13663,3105817,4014.84
13663,3132109,4014.84
13663,3158228,4014.84
13663,3184229,4014.86
13663,3210265,4014.86
13663,3236221,4014.83
13663,3261856,4014.83
13663,3287509,4014.8
13663,3313305,4014.8
13663,3338965,4014.84
13663,3364429,4014.84
13663,3390097,4014.84
13663,3415445,4014.79
13663,3440919,4014.79
13663,3466303,4014.88
13663,3491868,4014.88
13663,3517455,4014.86
13663,3543169,4014.86
13663,3568784,4014.86
13663,3594521,4014.84
13663,3620212,4014.84
13663,3646362,4014.79
13663,3672220,4014.79
13663,3698321,4014.82
13663,3724449,4014.82
13663,3750388,4014.87
13663,3775900,4014.87
13663,3801375,4014.87
13663,3826549,4014.85
13663,3851849,4014.85
13663,3877001,4014.88
13663,3902477,4014.88
13663,3927946,4014.85
13663,3953565,4014.85
13663,3979921,4014.85
13663,4006166,4014.86
13663,4031878,4014.86
13663,4040429,4014.81
13663,4040749,4014.81
13663,4041051,4014.53
13663,4041341,4014.53
13663,4041622,4014.53
13663,4041943,4014.53
13663,4042146,4014.53
13663,4042447,4014.53
13663,4042738,4014.53
13663,4043026,4014.53
13663,4043327,4014.53
13663,4043686,4014.53
13663,4043974,4014.53
13663,4044256,4014.53
13663,4044561,4014.53
13663,4047209,4014.53
13663,4068900,4014.53
13663,4093018,4014.53
13663,4117853,4014.81
13663,4142446,4014.81
13663,4166881,4014.84
13663,4191867,4014.84
13663,4216852,4014.83
13663,4241896,4014.83
13663,4267386,4014.83
13663,4293211,4014.86
13663,4319534,4014.86
13663,4345455,4014.84
13663,4371317,4014.84
13663,4397224,4014.91
13663,4423388,4014.91
13663,4449401,4014.91
13663,4475246,4014.82
13663,4501111,4014.82
13663,4526832,4014.77
13663,4552695,4014.77
13663,4578269,4014.82
13663,4603889,4014.82
13663,4629151,4014.85
13663,4654403,4014.85
13663,4679779,4014.85
13663,4704869,4014.88
13663,4729062,4014.88
13663,4729326,4014.93
13663,4729631,4014.93
13663,4729926,4014.53
13663,4730224,4014.53
13663,4730518,4014.53
13663,4730807,4014.53
13663,4731089,4014.53
13663,4746991,4014.53
13663,4770458,4014.53
13663,4794938,4014.97
13663,4819698,4014.97
13663,4845052,4014.82
13663,4870238,4014.82
13663,4895982,4014.82
13663,4921178,4014.81
13663,4947059,4014.81
13663,4972831,4014.87
13663,4998512,4014.87
13663,5024144,4014.86
13663,5049922,4014.86
13663,5075759,4014.89
13663,5101664,4014.89
13663,5127117,4014.89
13663,5152984,4014.87
13663,5178723,4014.87
13663,5204397,4014.84
13663,5229506,4014.84
13663,5255414,4014.85
13663,5281009,4014.85
13663,5306327,4014.84
13663,5309743,4014.84
13663,5310032,4014.84
13663,5310319,4014.53
13663,5310686,4014.53
13663,5310983,4014.53
13663,5311279,4014.53
13663,5311572,4014.53
13663,5311861,4014.53
13663,5312152,4014.53
13663,5312436,4014.53
13663,5312730,4014.53
13663,5313023,4014.53
13663,5313324,4014.53
13663,5313533,4014.53
13663,5313832,4014.53
13663,5314125,4014.53
13663,5314414,4014.53
13663,5314715,4014.53
13663,5315008,4014.53
13663,5315297,4014.53
13663,5315581,4014.53
13663,5315874,4014.53
13663,5316162,4014.53
13663,5316460,4014.53
13663,5332846,4014.53
13663,5355084,4014.53
13663,5379448,4014.53
13663,5404041,4014.87
13663,5406499,4014.87
13663,5406801,4014.83
13663,5407073,4014.83
13663,5407371,4014.53
13663,5407668,4014.53
13663,5407960,4014.53
13663,5408248,4014.53
13663,5408547,4014.53
13663,5408918,4014.53
13663,5409205,4014.53
13663,5409502,4014.53
13663,5409788,4014.53
13663,5410079,4014.53
13663,5410382,4014.53
13663,5410673,4014.53
13663,5410966,4014.53
13663,5411260,4014.53
13663,5411561,4014.53
13663,5411757,4014.53
13663,5412135,4014.53
13663,5412435,4014.53
13663,5412712,4014.53
13663,5413017,4014.53
13663,5419627,4014.53
13663,5440639,4014.53
13663,5463998,4014.53
13663,5488257,4014.85
13663,5513245,4014.85
13663,5538289,4014.77
13663,5563131,4014.77
13663,5588725,4014.77
13663,5614392,4014.86
13663,5617870,4014.86
13663,5618159,4014.84
13663,5618460,4014.84
13663,5618749,4014.53
13663,5619048,4014.53
13663,5619339,4014.53
13663,5619637,4014.53
13663,5619927,4014.53
13663,5625118,4014.53
13663,5647624,4014.53
13663,5669293,4014.18
13663,5669630,4014.18
13663,5669965,4014.53
13663,5670208,4014.53
13663,5672657,4014.53
13663,5694555,4014.53
13663,5717939,4014.53
13663,5741777,4014.84
13663,5765882,4014.84
13663,5790622,4014.89
13663,5815755,4014.89
13663,5840771,4014.82
13663,5865932,4014.82
13663,5891289,4014.82
13663,5917205,4014.87
13663,5943395,4014.87
13663,5969592,4014.83
13663,5995298,4014.83
13663,6020304,4014.85
13663,6045904,4014.85
13663,6071513,4014.8
13663,6096864,4014.8
13663,6122093,4014.8
13663,6147074,4014.9
13663,6172387,4014.9
13663,6198239,4014.9
13663,6224376,4014.9
13663,6250616,4014.82
13663,6276961,4014.82
13663,6302973,4014.82
13663,6328901,4014.9
13663,6355172,4014.9
13663,6381695,4014.82
13663,6408032,4014.82
13663,6434127,4014.92
13663,6460581,4014.92
13663,6487142,4014.84
13663,6514009,4014.84
13663,6540521,4014.84
13663,6566996,4014.81
13663,6593337,4014.81
13663,6619366,4014.86
13663,6645455,4014.86
13663,6671591,4014.82
13663,6697828,4014.82
13663,6723527,4014.82
13663,6749299,4014.86
13663,6775255,4014.86
13663,6801240,4014.84
13663,6826982,4014.84
13663,6852698,4014.9
13663,6878294,4014.9
13663,6903653,4014.9
13663,6929822,4014.83
13663,6955717,4014.83
13663,6981550,4014.8
13663,7007436,4014.8
13663,7033601,4014.85
13663,7059690,4014.85
13663,7086105,4014.86
13663,7112160,4014.86
13676,579,4014.53
13676,827,4014.53
13676,1192,4014.53
13676,1421,4014.53
13676,1771,4014.53
13676,2058,4014.53
13676,9949,4014.53
13676,34012,4014.53
13676,59111,4014.53
13676,83988,4014.76
13676,109115,4014.76
13676,134361,4014.74
13676,159198,4014.74
13676,183952,4014.74
13676,208693,4014.78
13676,233304,4014.78
13676,257925,4014.75
13676,282848,4014.75
13676,307808,4014.72
13676,333143,4014.72
13676,358107,4014.72
13676,383056,4014.72
13676,408196,4014.72
13676,433554,4014.72
13676,458344,4014.72
13676,483667,4014.74
13676,508752,4014.74
13676,533336,4014.84
13676,558184,4014.84
13676,582622,4014.84
13676,607180,4014.75
13676,631581,4014.75
13676,656087,4014.77
13676,680793,4014.77
13676,6884736,4014.75
13676,6909856,4014.71
13676,6935753,4014.71
13676,6961533,4014.68
13676,6987258,4014.68
13676,7012726,4014.68
13676,7038394,4014.65
13676,7064298,4014.65
13676,7090093,4014.76
13676,7115740,4014.76
13676,7141472,4014.79
13676,7166969,4014.79
13676,7192934,4014.75
13676,7218941,4014.75
13676,7245174,4014.75
13676,7271400,4014.69
13676,7297457,4014.69
13676,7324230,4014.75
13676,7350760,4014.75
13676,7377128,4014.74
13676,7403400,4014.74
13676,7429094,4014.74
13676,7455269,4014.77
13676,7480961,4014.77
13676,7506672,4014.77
13676,7532230,4014.77
13676,7557863,4014.72
13676,706656,4014.78
13676,731883,4014.78
13676,757101,4014.78
13676,782429,4014.76
13676,808038,4014.76
13676,833296,4014.76
13676,858471,4014.76
13676,883280,4014.73
13676,908105,4014.73
13676,933220,4014.77
13676,958434,4014.77
13676,983651,4014.77
13676,1008872,4014.68
13676,1034478,4014.68
13676,1060039,4014.78
13676,1085670,4014.78
13676,1111533,4014.77
13676,1137801,4014.77
13676,1163843,4014.77
13676,1189387,4014.66
13676,1215074,4014.66
13676,1240755,4014.79
13676,1266394,4014.79
13676,1292520,4014.8
13676,1318361,4014.8
13676,1343757,4014.8
13676,1369500,4014.66
13676,7583720,4014.72
13676,7609343,4014.74
13676,7634540,4014.74
13676,7638062,4014.74
13676,7638304,4014.74
13676,7642598,4014.74
13676,7666135,4014.53
13676,7692792,4014.53
13676,7719155,4014.66
13676,7745090,4014.66
13676,7771112,4014.66
13676,7797104,4014.73
13676,7822816,4014.73
13676,7848436,4014.77
13676,7874020,4014.77
13676,7899813,4014.78
13676,7925557,4014.78
13676,7951325,4014.73
13676,7977326,4014.73
13676,8003050,4014.73
13676,8028915,4014.77
13676,8054771,4014.77
13676,8080484,4014.75
13676,8105946,4014.75
13676,8131443,4014.73
13676,8157216,4014.73
13676,8183161,4014.73
13676,8209164,4014.8
13676,8234764,4014.8
13676,8260681,4014.65
13676,8286557,4014.65
13676,8312309,4014.75
13676,8337810,4014.75
13676,8362337,4014.76
13676,8362611,4014.76
13676,8366358,4014.76
13676,8389124,4014.53
13676,8415834,4014.53
13676,8442249,4014.71
13676,8467895,4014.71
13676,8494094,4014.73
13676,8519900,4014.73
13676,8545671,4014.73
13676,8571569,4014.72
13676,8597741,4014.72
13676,8623472,4014.72
13676,8649176,4014.72
13676,8674685,4014.79
13676,8700548,4014.79
13676,8726145,4014.79
13676,8752204,4014.79
13676,8777869,4014.79
13676,8803340,4014.72
13676,8828741,4014.72
13676,8854410,4014.76
13676,8880014,4014.76
13676,8905996,4014.73
13676,8931859,4014.73
13676,8957619,4014.73
13676,8983689,4014.79
13676,9009542,4014.79
13676,9035272,4014.75
13676,9061117,4014.75
13676,9086721,4014.76
13676,9112020,4014.76
13676,9137164,4014.74
13676,9161985,4014.74
13676,9187193,4014.74
13676,9212536,4014.72
13676,9237627,4014.72
13676,9263334,4014.78
13676,9288972,4014.78
13676,9314389,4014.78
13676,9340409,4014.78
13676,9366095,4014.78
13676,9391626,4014.74
13676,9416828,4014.74
13676,9442180,4014.78
13676,9467709,4014.78
13676,9493146,4014.75
13676,9518740,4014.75
13676,9544875,4014.78
13676,9570944,4014.78
13676,9597199,4014.78
13676,9623319,4014.74
13676,9649078,4014.74
13676,9674825,4014.74
13676,9700552,4014.74
13676,9726454,4014.77
13676,9752461,4014.77
13676,9778333,4014.77
13676,9803814,4014.75
13676,9829756,4014.75
13676,9855624,4014.75
13676,9881161,4014.75
13676,9906801,4014.81
13676,9932383,4014.81
13676,9957973,4014.81
13676,9982966,4014.77
13676,10004737,4014.77
13676,10005061,4014.68
13676,10005359,4014.68
13676,10010119,4014.53
13676,10034761,4014.53
13676,10062348,4014.74
13676,10088820,4014.74
13676,10114677,4014.74
13676,10139906,4014.79
13676,10164965,4014.79
13676,10190839,4014.75
13676,10196817,4014.75
13676,1395042,4014.66
13676,1420618,4014.75
13676,1446110,4014.75
13676,1471817,4014.78
13676,1497325,4014.78
13676,1523258,4014.76
13676,1536629,4014.76
13676,1536879,4014.76
13676,1537139,4014.53
13676,1540183,4014.53
13676,1560419,4014.53
13676,1585567,4014.53
13676,1611216,4014.63
13676,1636698,4014.63
13676,1662563,4014.63
13676,1688139,4014.8
13676,1713866,4014.8
13676,1738977,4014.77
13676,1764062,4014.77
13676,1789156,4014.72
13676,1814323,4014.72
13676,1839346,4014.72
13676,1864661,4014.77
13676,1889755,4014.77
13676,1914970,4014.77
13676,1940270,4014.77
13676,1965563,4014.83
13676,1991012,4014.83
13676,2016217,4014.77
13676,2042017,4014.77
13676,2068451,4014.77
13676,2095070,4014.68
